0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.449275256321104141e-02,8.529010740467931825e-03,6.374737224689328019e-02,4.575234369886225887e-03
1.432839631468483740e-02,1.215303723883548459e-01,3.450133013874411014e-02,1.696577746878766280e-02
8.165943612534948270e-02,8.460612492077465574e-02,1.712031872475954786e-01,7.164231244962437906e-02
3.048407486261229815e-01,2.673687683794706560e-01,9.030863889436272496e-01,3.140347383593901087e-01
6.386482902356024893e-02,1.061445958579211590e-02,1.718351574348570780e-03,4.004243148767151587e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.024609465330769318e-06,2.195409046440578000e-04,9.335075558027086315e-03,1.562252190791339532e-06
1.215601295844447320e-04,3.878658907487536178e-03,1.573691522282483560e-02,4.128919754475239567e-02
1.103197760277626199e-01,2.471869520823039880e-03,1.492388033185341675e-02,2.692142218118941978e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.884187375826722799e-01,2.699012773140596066e-01,9.410250945029198233e-01,2.664745063795117552e-01
3.395730969183374109e-02,9.415571669260767648e-03,2.898737420362221782e-03,9.004194540860585572e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.600179546854742663e-03,2.161369110242198542e-05,3.734898394738607599e-09,2.454980530312637420e-06
1.442365732625434797e-04,2.690197281723398191e-06,5.309216473213902780e-07,1.077213123494737699e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.991504841242720314e-01,4.126504109072957937e-04,8.217923084165079444e-05,6.783271262325097414e-05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.241624349114417547e-01,1.492632429485571122e-01,9.843155494640113412e-01,5.915121168320690570e-01
3.058995792542348185e-02,2.340768796251193815e-02,2.043058117221231013e-02,2.252138420887338927e-02
6.275379352706980792e-04,2.332938260893430843e-02,4.969420506816497950e-05,5.518877920797927430e-04
1.195010726648388331e-02,3.378609608629248645e-04,5.801080197244323430e-04,4.324933252006085693e-04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.526479884520279814e-03,2.132066413824637054e-03,0.000000000000000000e+00
1.007377338863675864e-01,6.620288075249941562e-02,6.933014313638077297e-01,1.260522043266310011e-01
4.209080923372827687e-01,9.488225788130103533e-01,7.192322821141776679e-01,2.470958329960421529e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
